author_id,work_id,author_name,work_title,coverage
ggm0001,ggm001,Anonymous,Anametresis Pontou,leg
heb0001,tlg001,Hebrew Bible,Against Euthynus,leg
heb0001,tlg002,Hebrew Bible,Against Callimachus,leg
heb0001,tlg003,Hebrew Bible,Against Lochites,leg
heb0001,tlg004,Hebrew Bible,Concerning the Team of Horses,leg
heb0001,tlg005,Hebrew Bible,Trapeziticus,leg
heb0001,tlg006,Hebrew Bible,Aegineticus,leg
heb0001,tlg007,Hebrew Bible,To Demonicus,leg
heb0001,tlg008,Hebrew Bible,Against the Sophists,leg
heb0001,tlg009,Hebrew Bible,Helen,leg
heb0001,tlg010,Hebrew Bible,Busiris,leg
heb0001,tlg011,Hebrew Bible,Panegyricus,leg
heb0001,tlg012,Hebrew Bible,Plataicus,leg
heb0001,tlg013,Hebrew Bible,To Nicocles,leg
heb0001,tlg014,Hebrew Bible,Nicocles or the Cyprians,leg
heb0001,tlg015,Hebrew Bible,Evagoras,leg
heb0001,tlg016,Hebrew Bible,Archidamus,leg
heb0001,tlg017,Hebrew Bible,On the Peace,leg
heb0001,tlg018,Hebrew Bible,Areopagiticus,leg
heb0001,tlg019,Hebrew Bible,Antidosis,leg
heb0001,tlg020,Hebrew Bible,To Philip,leg
heb0001,tlg021,Hebrew Bible,Panathenaicus,leg
heb0001,tlg022,Hebrew Bible,To Dionysius,leg
heb0001,tlg023,Hebrew Bible,To the Children of Jason,leg
heb0001,tlg024,Hebrew Bible,To Archidamus,leg
heb0001,tlg025,Hebrew Bible,To the Rulers of the Mytilenaeans,leg
heb0001,tlg026,Hebrew Bible,To Timotheus,leg
heb0001,tlg027,Hebrew Bible,"To Philip, I",leg
heb0001,tlg028,Hebrew Bible,To Alexander,leg
heb0001,tlg029,Hebrew Bible,To Antipater,leg
heb0001,tlg030,Hebrew Bible,"To Philip, II",leg
ogl0001,ogl001,"Pinytus, Saint, Bishop of Knossos",De Epistola Pinyti ad Dionysium,leg
stoa0033a,tlg028,Pseudo-Aristotle,De mundo,leg
stoa0033a,tlg043,Pseudo-Aristotle,De spiritu,leg
stoa0121,stoa001,Eutropius,Breviarium historiae romanae,leg
stoa0146d,stoa001,Hegemonius,Acta Archelai,leg
tlg0001,tlg001,APOLLONIUS RHODIUS,APOLLONIUS RHODIUS :: Argonautica :: TLG 0001 001,bot
tlg0001,tlg002,APOLLONIUS RHODIUS,APOLLONIUS RHODIUS :: Fragmenta :: TLG 0001 002,tlg
tlg0001,tlg003,APOLLONIUS RHODIUS,APOLLONIUS RHODIUS :: Epigramma :: TLG 0001 003,tlg
tlg0002,tlg001,THEOGNIS,THEOGNIS :: Elegiae :: TLG 0002 001,tlg
tlg0002,tlg002,THEOGNIS,THEOGNIS :: Fragmenta sedis incertae :: TLG 0002 002,tlg
tlg0002,tlg003,THEOGNIS,THEOGNIS :: Fragmenta dubia :: TLG 0002 003,tlg
tlg0002,tlg004,THEOGNIS,THEOGNIS :: Epigrammata :: TLG 0002 004,tlg
tlg0003,tlg001,THUCYDIDES,THUCYDIDES :: Historiae :: TLG 0003 001,bot
tlg0003,tlg002,THUCYDIDES,THUCYDIDES :: Epigramma :: TLG 0003 002,tlg
tlg0004,tlg001,DIOGENES LAERTIUS,DIOGENES LAERTIUS :: Vitae philosophorum :: TLG 0004 001,bot
tlg0004,tlg002,DIOGENES LAERTIUS,DIOGENES LAERTIUS :: Epigrammata :: TLG 0004 002,tlg
tlg0005,tlg001,THEOCRITUS,THEOCRITUS :: Idyllia :: TLG 0005 001,bot
tlg0005,tlg002,THEOCRITUS,THEOCRITUS :: Epigrammata :: TLG 0005 002,bot
tlg0005,tlg003,THEOCRITUS,THEOCRITUS :: Syrinx :: TLG 0005 003,bot
tlg0005,tlg004,THEOCRITUS,THEOCRITUS :: Fragmentum :: TLG 0005 004,tlg
tlg0005,tlg005,THEOCRITUS,THEOCRITUS :: Epigrammata :: TLG 0005 005,tlg
tlg0006,tlg001,Euripides,Cyclops,leg
tlg0006,tlg002,Euripides,Alcestis,leg
tlg0006,tlg003,Euripides,Medea,leg
tlg0006,tlg004,Euripides,Heracleidae,leg
tlg0006,tlg005,Euripides,Hippolytus,leg
tlg0006,tlg006,Euripides,Andromache,leg
tlg0006,tlg007,Euripides,Hecuba,leg
tlg0006,tlg008,Euripides,Suppliants,leg
tlg0006,tlg009,Euripides,Heracles,leg
tlg0006,tlg010,Euripides,Ion,leg
tlg0006,tlg011,Euripides,The Trojan Women,leg
tlg0006,tlg012,Euripides,Electra,leg
tlg0006,tlg013,Euripides,Iphigenia in Tauris,leg
tlg0006,tlg014,Euripides,Helen,leg
tlg0006,tlg015,Euripides,Phoenissae,leg
tlg0006,tlg016,Euripides,Orestes,leg
tlg0006,tlg017,Euripides,Bacchae,leg
tlg0006,tlg018,Euripides,Iphigenia in Aulis,leg
tlg0006,tlg019,Euripides,Rhesus,leg
tlg0006,tlg020,EURIPIDES,EURIPIDES :: Fragmenta :: TLG 0006 020,bot
tlg0006,tlg021,EURIPIDES,EURIPIDES :: Fragmenta papyracea :: TLG 0006 021,tlg
tlg0006,tlg022,EURIPIDES,EURIPIDES :: Epinicium in Alcibiadem (fragmenta) :: TLG 0006 022,tlg
tlg0006,tlg023,EURIPIDES,EURIPIDES :: Fragmenta Phaethontis :: TLG 0006 023,tlg
tlg0006,tlg024,EURIPIDES,EURIPIDES :: Fragmenta Antiopes :: TLG 0006 024,tlg
tlg0006,tlg025,EURIPIDES,EURIPIDES :: Fragmenta Alexandri :: TLG 0006 025,tlg
tlg0006,tlg026,EURIPIDES,EURIPIDES :: Fragmenta Hypsipyles :: TLG 0006 026,tlg
tlg0006,tlg027,EURIPIDES,EURIPIDES :: Fragmenta Phrixei (P. Oxy. 34.2685) :: TLG 0006 027,tlg
tlg0006,tlg028,EURIPIDES,EURIPIDES :: Fragmenta fabulae incertae :: TLG 0006 028,tlg
tlg0006,tlg029,EURIPIDES,EURIPIDES :: Fragmenta :: TLG 0006 029,tlg
tlg0006,tlg030,EURIPIDES,EURIPIDES :: Fragmenta Oenei :: TLG 0006 030,tlg
tlg0006,tlg031,EURIPIDES,EURIPIDES :: Epigrammata :: TLG 0006 031,tlg
tlg0006,tlg032,EURIPIDES,EURIPIDES :: Fragmenta Phaethontis incertae sedis :: TLG 0006 032,tlg
tlg0006,tlg033,EURIPIDES,EURIPIDES :: Fragmenta :: TLG 0006 033,tlg
tlg0006,tlg034,EURIPIDES,EURIPIDES :: Cyclops :: TLG 0006 034,tlg
tlg0006,tlg035,EURIPIDES,EURIPIDES :: Alcestis :: TLG 0006 035,tlg
tlg0006,tlg036,EURIPIDES,EURIPIDES :: Medea :: TLG 0006 036,tlg
tlg0006,tlg037,EURIPIDES,EURIPIDES :: Heraclidae :: TLG 0006 037,tlg
tlg0006,tlg038,EURIPIDES,EURIPIDES :: Hippolytus :: TLG 0006 038,tlg
tlg0006,tlg039,EURIPIDES,EURIPIDES :: Andromacha :: TLG 0006 039,tlg
tlg0006,tlg040,EURIPIDES,EURIPIDES :: Hecuba :: TLG 0006 040,tlg
tlg0006,tlg041,EURIPIDES,EURIPIDES :: Supplices :: TLG 0006 041,tlg
tlg0006,tlg042,EURIPIDES,EURIPIDES :: Electra :: TLG 0006 042,tlg
tlg0006,tlg043,EURIPIDES,EURIPIDES :: Hercules :: TLG 0006 043,tlg
tlg0006,tlg044,EURIPIDES,EURIPIDES :: Troiades :: TLG 0006 044,tlg
tlg0006,tlg045,EURIPIDES,EURIPIDES :: Iphigenia Taurica :: TLG 0006 045,tlg
tlg0006,tlg046,EURIPIDES,EURIPIDES :: Ion :: TLG 0006 046,tlg
tlg0006,tlg047,EURIPIDES,EURIPIDES :: Helena :: TLG 0006 047,tlg
tlg0006,tlg048,EURIPIDES,EURIPIDES :: Phoenisae :: TLG 0006 048,tlg
tlg0006,tlg049,EURIPIDES,EURIPIDES :: Orestes :: TLG 0006 049,tlg
tlg0006,tlg050,EURIPIDES,EURIPIDES :: Bacchae :: TLG 0006 050,tlg
tlg0006,tlg051,EURIPIDES,EURIPIDES :: Iphigenia Aulidensis :: TLG 0006 051,tlg
tlg0006,tlg052,EURIPIDES,EURIPIDES :: Rhesus :: TLG 0006 052,tlg
tlg0007,tlg001,PLUTARCHUS,PLUTARCHUS :: Theseus :: TLG 0007 001,bot
tlg0007,tlg002,PLUTARCHUS,PLUTARCHUS :: Romulus :: TLG 0007 002,bot
tlg0007,tlg003,PLUTARCHUS,PLUTARCHUS :: Comparatio Thesei et Romuli :: TLG 0007 003,bot
tlg0007,tlg004,PLUTARCHUS,PLUTARCHUS :: Lycurgus :: TLG 0007 004,bot
tlg0007,tlg005,PLUTARCHUS,PLUTARCHUS :: Numa :: TLG 0007 005,bot
tlg0007,tlg006,PLUTARCHUS,PLUTARCHUS :: Comparatio Lycurgi et Numae :: TLG 0007 006,bot
tlg0007,tlg007,PLUTARCHUS,PLUTARCHUS :: Solon :: TLG 0007 007,bot
tlg0007,tlg008,PLUTARCHUS,PLUTARCHUS :: Publicola :: TLG 0007 008,bot
tlg0007,tlg009,PLUTARCHUS,PLUTARCHUS :: Comparatio Solonis et Publicolae :: TLG 0007 009,bot
tlg0007,tlg010,PLUTARCHUS,PLUTARCHUS :: Themistocles :: TLG 0007 010,bot
tlg0007,tlg011,PLUTARCHUS,PLUTARCHUS :: Camillus :: TLG 0007 011,bot
tlg0007,tlg012,PLUTARCHUS,PLUTARCHUS :: Pericles :: TLG 0007 012,bot
tlg0007,tlg013,PLUTARCHUS,PLUTARCHUS :: Fabius Maximus :: TLG 0007 013,bot
tlg0007,tlg014,PLUTARCHUS,PLUTARCHUS :: Comparatio Periclis et Fabii Maximi :: TLG 0007 014,bot
tlg0007,tlg015,PLUTARCHUS,PLUTARCHUS :: Alcibiades :: TLG 0007 015,bot
tlg0007,tlg016,PLUTARCHUS,PLUTARCHUS :: Marcius Coriolanus :: TLG 0007 016,bot
tlg0007,tlg017,PLUTARCHUS,PLUTARCHUS :: Comparatio Alcibiadis et Marcii Coriolani :: TLG 0007 017,bot
tlg0007,tlg018,PLUTARCHUS,PLUTARCHUS :: Timoleon :: TLG 0007 018,bot
tlg0007,tlg019,PLUTARCHUS,PLUTARCHUS :: Aemilius Paullus :: TLG 0007 019,bot
tlg0007,tlg020,PLUTARCHUS,PLUTARCHUS :: Comparatio Aemilii Paulli et Timoleontis :: TLG 0007 020,bot
tlg0007,tlg021,PLUTARCHUS,PLUTARCHUS :: Pelopidas :: TLG 0007 021,bot
tlg0007,tlg022,PLUTARCHUS,PLUTARCHUS :: Marcellus :: TLG 0007 022,bot
tlg0007,tlg023,PLUTARCHUS,PLUTARCHUS :: Comparatio Pelopidae et Marcelli :: TLG 0007 023,bot
tlg0007,tlg024,PLUTARCHUS,PLUTARCHUS :: Aristides :: TLG 0007 024,bot
tlg0007,tlg025,PLUTARCHUS,PLUTARCHUS :: Cato Maior :: TLG 0007 025,bot
tlg0007,tlg026,PLUTARCHUS,PLUTARCHUS :: Comparatio Aristidis et Catonis :: TLG 0007 026,bot
tlg0007,tlg027,PLUTARCHUS,PLUTARCHUS :: Philopoemen :: TLG 0007 027,bot
tlg0007,tlg028,PLUTARCHUS,PLUTARCHUS :: Titus Flamininus :: TLG 0007 028,bot
tlg0007,tlg029,PLUTARCHUS,PLUTARCHUS :: Comparatio Philopoemenis et Titi Flaminini :: TLG 0007 029,bot
tlg0007,tlg030,PLUTARCHUS,PLUTARCHUS :: Pyrrhus :: TLG 0007 030,bot
tlg0007,tlg031,PLUTARCHUS,PLUTARCHUS :: Marius :: TLG 0007 031,bot
tlg0007,tlg032,PLUTARCHUS,PLUTARCHUS :: Lysander :: TLG 0007 032,bot
tlg0007,tlg033,PLUTARCHUS,PLUTARCHUS :: Sulla :: TLG 0007 033,bot
tlg0007,tlg034,PLUTARCHUS,PLUTARCHUS :: Comparatio Lysandri et Sullae :: TLG 0007 034,bot
tlg0007,tlg035,PLUTARCHUS,PLUTARCHUS :: Cimon :: TLG 0007 035,bot
tlg0007,tlg036,PLUTARCHUS,PLUTARCHUS :: Lucullus :: TLG 0007 036,bot
tlg0007,tlg037,PLUTARCHUS,PLUTARCHUS :: Comparatio Cimonis et Luculli :: TLG 0007 037,bot
tlg0007,tlg038,PLUTARCHUS,PLUTARCHUS :: Nicias :: TLG 0007 038,bot
tlg0007,tlg039,PLUTARCHUS,PLUTARCHUS :: Crassus :: TLG 0007 039,bot
tlg0007,tlg040,PLUTARCHUS,PLUTARCHUS :: Comparatio Niciae et Crassi :: TLG 0007 040,bot
tlg0007,tlg041,PLUTARCHUS,PLUTARCHUS :: Eumenes :: TLG 0007 041,bot
tlg0007,tlg042,PLUTARCHUS,PLUTARCHUS :: Sertorius :: TLG 0007 042,bot
tlg0007,tlg043,PLUTARCHUS,PLUTARCHUS :: Comparatio Eumenis et Sertorii :: TLG 0007 043,bot
tlg0007,tlg044,PLUTARCHUS,PLUTARCHUS :: Agesilaus :: TLG 0007 044,bot
tlg0007,tlg045,PLUTARCHUS,PLUTARCHUS :: Pompeius :: TLG 0007 045,bot
tlg0007,tlg046,PLUTARCHUS,PLUTARCHUS :: Comparatio Agesilai et Pompeii :: TLG 0007 046,bot
tlg0007,tlg047,PLUTARCHUS,PLUTARCHUS :: Alexander :: TLG 0007 047,bot
tlg0007,tlg048,PLUTARCHUS,PLUTARCHUS :: Caesar :: TLG 0007 048,bot
tlg0007,tlg049,PLUTARCHUS,PLUTARCHUS :: Phocion :: TLG 0007 049,bot
tlg0007,tlg050,PLUTARCHUS,PLUTARCHUS :: Cato Minor :: TLG 0007 050,bot
tlg0007,tlg051,PLUTARCHUS,PLUTARCHUS :: Agis et Cleomenes :: TLG 0007 051,bot
tlg0007,tlg052,PLUTARCHUS,PLUTARCHUS :: Tiberius et Gaius Gracchus :: TLG 0007 052,bot
tlg0007,tlg053,PLUTARCHUS,PLUTARCHUS :: Comparatio Agidis et Cleomenis cum Tiberio et Gaio Graccho :: TLG 0007 053,bot
tlg0007,tlg054,PLUTARCHUS,PLUTARCHUS :: Demosthenes :: TLG 0007 054,bot
tlg0007,tlg055,PLUTARCHUS,PLUTARCHUS :: Cicero :: TLG 0007 055,bot
tlg0007,tlg056,PLUTARCHUS,PLUTARCHUS :: Comparatio Demosthenis et Ciceronis :: TLG 0007 056,bot
tlg0007,tlg057,PLUTARCHUS,PLUTARCHUS :: Demetrius :: TLG 0007 057,bot
tlg0007,tlg058,PLUTARCHUS,PLUTARCHUS :: Antonius :: TLG 0007 058,bot
tlg0007,tlg059,PLUTARCHUS,PLUTARCHUS :: Comparatio Demetrii et Antonii :: TLG 0007 059,bot
tlg0007,tlg060,PLUTARCHUS,PLUTARCHUS :: Dion :: TLG 0007 060,bot
tlg0007,tlg061,PLUTARCHUS,PLUTARCHUS :: Brutus :: TLG 0007 061,bot
tlg0007,tlg062,PLUTARCHUS,PLUTARCHUS :: Comparatio Dionis et Bruti :: TLG 0007 062,bot
tlg0007,tlg063,PLUTARCHUS,PLUTARCHUS :: Aratus :: TLG 0007 063,bot
tlg0007,tlg064,PLUTARCHUS,PLUTARCHUS :: Artaxerxes :: TLG 0007 064,bot
tlg0007,tlg065,PLUTARCHUS,PLUTARCHUS :: Galba :: TLG 0007 065,bot
tlg0007,tlg066,PLUTARCHUS,PLUTARCHUS :: Otho :: TLG 0007 066,bot
tlg0007,tlg067,PLUTARCHUS,PLUTARCHUS :: De liberis educandis [Sp.] (1a–14c) :: TLG 0007 067,bot
tlg0007,tlg068,PLUTARCHUS,PLUTARCHUS :: Quomodo adolescens poetas audire debeat (14d–37b) :: TLG 0007 068,bot
tlg0007,tlg069,PLUTARCHUS,PLUTARCHUS :: De recta ratione audiendi (37b–48d) :: TLG 0007 069,bot
tlg0007,tlg070,PLUTARCHUS,PLUTARCHUS :: Quomodo adulator ab amico internoscatur (48e–74e) :: TLG 0007 070,bot
tlg0007,tlg071,PLUTARCHUS,PLUTARCHUS :: Quomodo quis suos in virtute sentiat profectus (75a–86a) :: TLG 0007 071,bot
tlg0007,tlg072,PLUTARCHUS,PLUTARCHUS :: De capienda ex inimicis utilitate (86b–92f) :: TLG 0007 072,bot
tlg0007,tlg073,PLUTARCHUS,PLUTARCHUS :: De amicorum multitudine (93a–97b) :: TLG 0007 073,bot
tlg0007,tlg074,PLUTARCHUS,PLUTARCHUS :: De fortuna (97c–100a) :: TLG 0007 074,bot
tlg0007,tlg075,PLUTARCHUS,PLUTARCHUS :: De virtute et vitio (100b–101e) :: TLG 0007 075,bot
tlg0007,tlg076,PLUTARCHUS,PLUTARCHUS :: Consolatio ad Apollonium [Sp.] (101f–122a) :: TLG 0007 076,bot
tlg0007,tlg077,PLUTARCHUS,PLUTARCHUS :: De tuenda sanitate praecepta (122b–137e) :: TLG 0007 077,bot
tlg0007,tlg078,PLUTARCHUS,PLUTARCHUS :: Conjugalia praecepta (138a–146a) :: TLG 0007 078,bot
tlg0007,tlg079,PLUTARCHUS,PLUTARCHUS :: Septem sapientium convivium (146b–164d) :: TLG 0007 079,bot
tlg0007,tlg080,PLUTARCHUS,PLUTARCHUS :: De superstitione (164e–171f) :: TLG 0007 080,bot
tlg0007,tlg081,PLUTARCHUS,PLUTARCHUS :: Regum et imperatorum apophthegmata [Sp.?] (172b–208a) :: TLG 0007 081,bot
tlg0007,tlg082,PLUTARCHUS,PLUTARCHUS :: Apophthegmata Laconica [Sp.?] (208b–242d) :: TLG 0007 082,bot
tlg0007,tlg082a,Plutarch,Instituta Laconia,leg
tlg0007,tlg082b,Plutarch,Lacaenarum Apophthegmata,leg
tlg0007,tlg083,PLUTARCHUS,PLUTARCHUS :: Mulierum virtutes (242e–263c) :: TLG 0007 083,bot
tlg0007,tlg084,PLUTARCHUS,PLUTARCHUS :: Aetia Romana et Graeca (263d–304f) :: TLG 0007 084,tlg
tlg0007,tlg084a,Plutarch,Quaestiones Romanae,leg
tlg0007,tlg084b,Plutarch,Quaestiones Graecae,leg
tlg0007,tlg085,PLUTARCHUS,PLUTARCHUS :: Parallela minora [Sp.] (305a–316b) :: TLG 0007 085,bot
tlg0007,tlg086,PLUTARCHUS,PLUTARCHUS :: De fortuna Romanorum (316c–326c) :: TLG 0007 086,bot
tlg0007,tlg087,PLUTARCHUS,PLUTARCHUS :: De Alexandri magni fortuna aut virtute (326d–345b) :: TLG 0007 087,bot
tlg0007,tlg088,PLUTARCHUS,PLUTARCHUS :: De gloria Atheniensium (345c–351b) :: TLG 0007 088,bot
tlg0007,tlg089,PLUTARCHUS,PLUTARCHUS :: De Iside et Osiride (351c–384c) :: TLG 0007 089,bot
tlg0007,tlg090,PLUTARCHUS,PLUTARCHUS :: De E apud Delphos (384d–394c) :: TLG 0007 090,bot
tlg0007,tlg091,PLUTARCHUS,PLUTARCHUS :: De Pythiae oraculis (394d–409d) :: TLG 0007 091,bot
tlg0007,tlg092,PLUTARCHUS,PLUTARCHUS :: De defectu oraculorum (409e–438d) :: TLG 0007 092,bot
tlg0007,tlg093,PLUTARCHUS,PLUTARCHUS :: An virtus doceri possit (439a–440c) :: TLG 0007 093,bot
tlg0007,tlg094,PLUTARCHUS,PLUTARCHUS :: De virtute morali (440d–452d) :: TLG 0007 094,bot
tlg0007,tlg095,PLUTARCHUS,PLUTARCHUS :: De cohibenda ira (452f–464d) :: TLG 0007 095,bot
tlg0007,tlg096,PLUTARCHUS,PLUTARCHUS :: De tranquillitate animi (464e–477f) :: TLG 0007 096,bot
tlg0007,tlg097,PLUTARCHUS,PLUTARCHUS :: De fraterno amore (478a–492d) :: TLG 0007 097,bot
tlg0007,tlg098,PLUTARCHUS,PLUTARCHUS :: De amore prolis (493a–497e) :: TLG 0007 098,bot
tlg0007,tlg099,PLUTARCHUS,PLUTARCHUS :: An vitiositas ad infelicitatem sufficiat (498a–500a) :: TLG 0007 099,bot
tlg0007,tlg100,PLUTARCHUS,PLUTARCHUS :: Animine an corporis affectiones sint peiores (500b–502a) :: TLG 0007 100,bot
tlg0007,tlg101,PLUTARCHUS,PLUTARCHUS :: De garrulitate (502b–515a) :: TLG 0007 101,bot
tlg0007,tlg102,PLUTARCHUS,PLUTARCHUS :: De curiositate (515b–523b) :: TLG 0007 102,bot
tlg0007,tlg103,PLUTARCHUS,PLUTARCHUS :: De cupiditate divitiarum (523c–528b) :: TLG 0007 103,bot
tlg0007,tlg104,PLUTARCHUS,PLUTARCHUS :: De vitioso pudore (528c–536d) :: TLG 0007 104,bot
tlg0007,tlg105,PLUTARCHUS,PLUTARCHUS :: De invidia et odio (536e–538e) :: TLG 0007 105,bot
tlg0007,tlg106,PLUTARCHUS,PLUTARCHUS :: De laude ipsius (539a–547f) :: TLG 0007 106,bot
tlg0007,tlg107,PLUTARCHUS,PLUTARCHUS :: De sera numinis vindicta (548a–568a) :: TLG 0007 107,bot
tlg0007,tlg108,PLUTARCHUS,PLUTARCHUS :: De fato [Sp.] (568b–574f) :: TLG 0007 108,bot
tlg0007,tlg109,PLUTARCHUS,PLUTARCHUS :: De genio Socratis (575a–598f) :: TLG 0007 109,bot
tlg0007,tlg110,PLUTARCHUS,PLUTARCHUS :: De exilio (599a–607f) :: TLG 0007 110,bot
tlg0007,tlg111,PLUTARCHUS,PLUTARCHUS :: Consolatio ad uxorem (608a–612b) :: TLG 0007 111,bot
tlg0007,tlg112,PLUTARCHUS,PLUTARCHUS :: Quaestiones convivales (612c–748d) :: TLG 0007 112,bot
tlg0007,tlg113,PLUTARCHUS,PLUTARCHUS :: Amatorius (748e–771e) :: TLG 0007 113,bot
tlg0007,tlg114,PLUTARCHUS,PLUTARCHUS :: Amatoriae narrationes [Sp.] (771e–775e) :: TLG 0007 114,bot
tlg0007,tlg115,PLUTARCHUS,PLUTARCHUS :: Maxime cum principibus philosopho esse disserendum (776a–779c) :: TLG 0007 115,bot
tlg0007,tlg116,PLUTARCHUS,PLUTARCHUS :: Ad principem ineruditum (779d–782f) :: TLG 0007 116,bot
tlg0007,tlg117,PLUTARCHUS,PLUTARCHUS :: An seni respublica gerenda sit (783b–797f) :: TLG 0007 117,bot
tlg0007,tlg118,PLUTARCHUS,PLUTARCHUS :: Praecepta gerendae reipublicae (798a–825f) :: TLG 0007 118,bot
tlg0007,tlg119,PLUTARCHUS,"PLUTARCHUS :: De unius in republica dominatione, populari statu, et paucorum imperio (826a–827c) :: TLG 0007 119",bot
tlg0007,tlg120,PLUTARCHUS,PLUTARCHUS :: De vitando aere alieno (827d–832a) :: TLG 0007 120,bot
tlg0007,tlg121,PLUTARCHUS,PLUTARCHUS :: Vitae decem oratorum [Sp.] (832b–852e) :: TLG 0007 121,bot
tlg0007,tlg122,PLUTARCHUS,PLUTARCHUS :: Comparationis Aristophanis et Menandri compendium (853a–854d) :: TLG 0007 122,bot
tlg0007,tlg123,PLUTARCHUS,PLUTARCHUS :: De Herodoti malignitate (854e–874c) :: TLG 0007 123,bot
tlg0007,tlg125,PLUTARCHUS,PLUTARCHUS :: Aetia physica (911c–919e) :: TLG 0007 125,bot
tlg0007,tlg126,PLUTARCHUS,PLUTARCHUS :: De facie in orbe lunae (920b–945e) :: TLG 0007 126,bot
tlg0007,tlg127,PLUTARCHUS,PLUTARCHUS :: De primo frigido (945f–955c) :: TLG 0007 127,bot
tlg0007,tlg128,PLUTARCHUS,PLUTARCHUS :: Aquane an ignis sit utilior [Sp.] (955d–958e) :: TLG 0007 128,bot
tlg0007,tlg129,PLUTARCHUS,PLUTARCHUS :: De sollertia animalium (959a–985c) :: TLG 0007 129,bot
tlg0007,tlg130,PLUTARCHUS,PLUTARCHUS :: Bruta animalia ratione uti (985d–992e) :: TLG 0007 130,bot
tlg0007,tlg131,PLUTARCHUS,PLUTARCHUS :: De esu carnium i (993a–996c) :: TLG 0007 131,bot
tlg0007,tlg132,PLUTARCHUS,PLUTARCHUS :: De esu carnium ii (996d–999b) :: TLG 0007 132,bot
tlg0007,tlg133,PLUTARCHUS,PLUTARCHUS :: Platonicae quaestiones (999c–1011e) :: TLG 0007 133,bot
tlg0007,tlg134,PLUTARCHUS,PLUTARCHUS :: De animae procreatione in Timaeo (1012b–1030c) :: TLG 0007 134,bot
tlg0007,tlg135,PLUTARCHUS,PLUTARCHUS :: Epitome libri de animae procreatione in Timaeo (1030d–1032f) :: TLG 0007 135,bot
tlg0007,tlg136,PLUTARCHUS,PLUTARCHUS :: De Stoicorum repugnantiis (1033a–1057b) :: TLG 0007 136,bot
tlg0007,tlg137,PLUTARCHUS,PLUTARCHUS :: Stoicos absurdiora poetis dicere (1057c–1058e) :: TLG 0007 137,bot
tlg0007,tlg138,PLUTARCHUS,PLUTARCHUS :: De communibus notitiis adversus Stoicos (1058e–1086b) :: TLG 0007 138,bot
tlg0007,tlg139,PLUTARCHUS,PLUTARCHUS :: Non posse suaviter vivi secundum Epicurum (1086c–1107c) :: TLG 0007 139,bot
tlg0007,tlg140,PLUTARCHUS,PLUTARCHUS :: Adversus Colotem (1107d–1127e) :: TLG 0007 140,bot
tlg0007,tlg141,PLUTARCHUS,PLUTARCHUS :: De latenter vivendo (1128a–1130e) :: TLG 0007 141,bot
tlg0007,tlg143,PLUTARCHUS,PLUTARCHUS :: De libidine et aegritudine :: TLG 0007 143,tlg
tlg0007,tlg144,PLUTARCHUS,PLUTARCHUS :: Parsne an facultas animi sit vita passiva :: TLG 0007 144,tlg
tlg0007,tlg145,PLUTARCHUS,PLUTARCHUS :: Fragmenta :: TLG 0007 145,tlg
tlg0007,tlg146,PLUTARCHUS,PLUTARCHUS :: Παροιμίαι αἷς Ἀλεξανδρεῖς ἐχρῶντο :: TLG 0007 146,bot
tlg0007,tlg147,PLUTARCHUS,PLUTARCHUS :: Ἐκλογὴ περὶ τῶν ἀδυνάτων :: TLG 0007 147,bot
tlg0007,tlg148,PLUTARCHUS,PLUTARCHUS :: Fragmenta :: TLG 0007 148,tlg
tlg0007,tlg149,PLUTARCHUS,PLUTARCHUS :: De proverbiis Alexandrinorum [Sp.] :: TLG 0007 149,tlg
tlg0008,tlg001,ATHENAEUS,ATHENAEUS :: Deipnosophistae :: TLG 0008 001,bot
tlg0008,tlg002,ATHENAEUS,ATHENAEUS :: Fragmentum :: TLG 0008 002,tlg
tlg0008,tlg003,ATHENAEUS,ATHENAEUS :: Deipnosophistae (epitome) :: TLG 0008 003,tlg
tlg0009,tlg001,SAPPHO,SAPPHO :: Fragmenta :: TLG 0009 001,tlg
tlg0009,tlg002,SAPPHO,SAPPHO :: Epigrammata :: TLG 0009 002,tlg
tlg0009,tlg003,SAPPHO,SAPPHO :: Fragmenta :: TLG 0009 003,tlg
tlg0009,tlg004,SAPPHO,SAPPHO :: Fragmentis addenda :: TLG 0009 004,tlg
tlg0010,tlg001,ISOCRATES,ISOCRATES :: In Euthynum (orat. 21) :: TLG 0010 001,tlg
tlg0010,tlg002,ISOCRATES,ISOCRATES :: In Callimachum (orat. 18) :: TLG 0010 002,tlg
tlg0010,tlg003,ISOCRATES,ISOCRATES :: In Lochitem (orat. 20) :: TLG 0010 003,tlg
tlg0010,tlg004,ISOCRATES,ISOCRATES :: De bigis (orat. 16) :: TLG 0010 004,tlg
tlg0010,tlg005,ISOCRATES,ISOCRATES :: Trapeziticus (orat. 17) :: TLG 0010 005,tlg
tlg0010,tlg006,ISOCRATES,ISOCRATES :: Aegineticus (orat. 19) :: TLG 0010 006,tlg
tlg0010,tlg007,ISOCRATES,ISOCRATES :: Ad Demonicum (orat. 1) :: TLG 0010 007,tlg
tlg0010,tlg008,ISOCRATES,ISOCRATES :: In sophistas (orat. 13) :: TLG 0010 008,tlg
tlg0010,tlg009,ISOCRATES,ISOCRATES :: Helenae encomium (orat. 10) :: TLG 0010 009,tlg
